timestamp,group,category,attack_type,attack_level,attacked_image_name,attacked_image_path,return_code,extraction_rate_percent,ber,extracted_code
2026-05-19T23:21:06.770127,R,Filters,median_filter,5,MF_k5_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\MF_k5_watermarked_image_R_3.png,0,43.75,0.1215,"[0, 'X', 'X', 'X', 'X', 'X', 'X', 2, 'X', 0, 4, 5, 'X', 'X', 6, 3]"
2026-05-19T23:21:08.289992,R,Filters,median_filter,7,MF_k7_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\MF_k7_watermarked_image_R_3.png,0,37.5,0.3368,"['X', 2, 2, 5, 6, 'X', 'X', 2, 'X', 'X', 'X', 'X', 'X', 'X', 'X', 3]"
2026-05-19T23:21:09.791120,R,Filters,sharpening,,SHARP_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\SHARP_watermarked_image_R_3.png,0,100.0,0.0,"[0, 2, 2, 5, 6, 4, 3, 2, 0, 0, 4, 5, 1, 2, 6, 3]"
2026-05-19T23:21:11.264064,R,Filters,salt_pepper,0.05,SaP_p0.05_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\SaP_p0.05_watermarked_image_R_3.png,0,0.0,0.3472,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:12.735596,R,Filters,salt_pepper,0.1,SaP_p0.1_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\SaP_p0.1_watermarked_image_R_3.png,0,0.0,0.3524,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:14.216543,R,Filters,salt_pepper,0.2,SaP_p0.2_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Filters\SaP_p0.2_watermarked_image_R_3.png,0,12.5,0.3472,"['X', 'X', 2, 'X', 'X', 4, 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:15.734484,R,Geometric,horizontal_flip,,HFLIP_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\HFLIP_watermarked_image_R_3.png,0,6.25,0.3872,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 2, 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:17.221532,R,Geometric,rotation,-10,ROT_-10_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\ROT_-10_watermarked_image_R_3.png,0,0.0,0.3715,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:18.758844,R,Geometric,rotation,10,ROT_10_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\ROT_10_watermarked_image_R_3.png,0,0.0,0.3559,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:20.269735,R,Geometric,rotation,5,ROT_5_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\ROT_5_watermarked_image_R_3.png,0,0.0,0.3924,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:21.751578,R,Geometric,translation,x10_y10,TRANS_x10_y10_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\TRANS_x10_y10_watermarked_image_R_3.png,0,18.75,0.2795,"['X', 'X', 'X', 'X', 'X', 4, 'X', 'X', 0, 'X', 4, 'X', 'X', 'X', 'X', 'X']"
2026-05-19T23:21:23.235996,R,Geometric,translation,x5_y5,TRANS_x5_y5_watermarked_image_R_3.png,N:\Desktop\WORKING PAPERS\MVDW-NIKOS-PAPER\Version_22\attacked\R\watermarked_image_R_3\Geometric\TRANS_x5_y5_watermarked_image_R_3.png,0,12.5,0.3177,"['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 0, 'X', 4, 'X', 'X', 'X', 'X', 'X']"
